〒	(ゆうびん)
慵	(ヨウ)(ショウ)〜(ものうい)
擁	(ヨウ)
壅	(ヨウ)〜(ふさ・ぐ)
廱	(ヨウ)〜(やわらぐ)
癰	(ヨウ)〜(はれもの)
永	(エイ)〜(なが・い)(え)(と)(のり)(ひさ)(ひさし)『なが『ヤウ『ヨウ
永久	とは『とわ
甬	(ヨウ)
咏	{詠}咏。(エイ)〜(よ・む)(うた・う)
泳	(エイ)〜(およ・ぐ)
怺	(こら・える)
俑	(ヨウ)(トウ)(ユウ)
勇	(ユウ)〜(いさ・む)(お)(はや)
勇魚	いさな
涌	(ユウ)(ヨウ)(ユ)〜(わ・く)
詠	{詠}咏。(エイ)〜(よ・む)(うた・う)(うた)(え)(ええ)『ながむ
湧	(ユウ)(ヨウ)(ユ)〜(わ・く)(わき)(わく)
蛹	(ヨウ)〜(さなぎ)
踊	{踴}踊。(ヨウ)〜(おど・る)『おどり
慂	(ヨウ)〜(すす・む)(すす・める)
踴	{踴}踊。(ヨウ)〜(おど・る)『おどり
鯒	(こち)
用	(ヨウ)〜(もち・いる)(たから)『ユウ
攸	(ユウ)〜(ところ)
幽	(ユウ)『イウ『かすか
悠	(ユウ)〜(ゆ)『イウ『はるか
憂	(ユウ)〜(うれ・える)(うれ・い)(う・い)(う・き)(ゆ)『イウ『ウ
優	(ユウ)(ウ)〜(やさ・しい)(すぐ・れる)(まさ・る)(ゆ)(よし)『イウ『やさ
尢	(オウ)〜(だいのまげあし)(もっとも)
尤	(ユウ)〜(もっと・も)(とが・める)『イウ
由	(ユ)(ユウ)(ユイ)〜(よし)(よ・る)『イウ
犹	(ジョウ)(ユウ)(ヨウ)〜(なお)
肬	(ユ)(ユウ)〜(いぼ)
油	(ユ)(ユウ)〜(あぶら)『イウ
疣	(ユ)(ユウ)〜(いぼ)
郵	(ユウ)『イウ
蚰	(ユウ)
猶	(ユウ)(ユ)〜(なお)『イウ『なほ
遊	{游}遊。(ユウ)(ユ)〜(あそ・ぶ)(あそ・ばす)(あす)(う)『イウ
游	{游}遊。(ユウ)(リュウ)〜(あそ・び)(あそ・ぶ)(およ・ぐ)『イウ『ユ
楢	(シュウ)(ユウ)〜(なら)
猷	(ユウ)(ヨウ)〜(はかりごと)(はか・る)
蕕	(ユウ)(ユ)
蝣	(ユウ)
友	(ユウ)〜(とも)(う)(ど)(ゆ)『イウ
有	(ユウ)(ウ)〜(あ・る)(あ)(あら)(あり)(ある)(くに)(なお)(ゆ)『イウ『たもつ『もつ
酉	(ユウ)〜(とり)(なが)(みのる)(ひよりのとり)(とりへん)『イウ
莠	(ユウ)〜(はぐさ)
牖	まど
䳑	あじ『あぢ
黝	(ユウ)〜(あおぐろ)
又	(ユウ)〜(また)(また)(また・の)(やす)『また『まった
右	(ウ)(ユウ)〜(みぎ)(あき)(すけ)『イウ『みぎり
幼	(ヨウ)〜(おさな・い)(うぶ)(わか)『いと『いとけない『エウ『おさな『をさ
佑	(ユウ)(ウ)〜(たす・ける)(すけ)(たすく)(ゆ)『イウ『じょう
侑	(ユウ)(ウ)〜(すす・める)(たす・ける)(あつむ)(すすむ)(ゆき)(ゆ)『イウ
柚	(ユ)(ユウ)(ジク)〜(ゆず)『イウ
囿	(ユウ)〜(その)
宥	(ユウ)〜(なだ・める)(ゆる・す)『イウ
祐	(ユウ)(ウ)〜(たす・ける)(すけ)(さち)(よし)(たすく)(ひろ)(ひろし)(まさ)『イウ
釉	(ユウ)〜(うわぐすり)『イウ
誘	(ユウ)(イウ)〜(さそ・う)(いざな・う)
鼬	(ユウ)(ユ)〜(いたち)
鼬鼠	いたち
込	{迂}込。(こ・む)(こ・む)(こ・み)(こ・み)(こ・める)(こみ)(ごめ)『こむ
迂	{迂}込。(ウ)『こむ『こめる
於	(オ)(ヨ)〜(おい・て)(お・ける)(ああ)(より)
紆	(ウ)〜(まが・る)(めぐ・る)
唹	(オ)
淤	(オ)(ヨ)〜(どろ)
于	(ウ)(ク)〜(ここに)(ああ)(おいて)(に)(より)(を)
汚	{污}汚。(オ)〜(けが・す)(けが・れる)(けが・らわしい)(よご・す)(よご・れる)(きたな・い)『ヲ
余	〔餘〕余。(ヨ)〜(あま・る)(あま・り)(あま・す)(あまる)『われ
余所	{餘所}余所。よそ
盂	(ウ)〜(はち)
臾	(ユ)(ヨ)(ヨウ)
禺	(グ)(グウ)〜(おながざる)
竽	う
舁	(ヨ)〜(か・く)
兪	(ツ)(トウ)(ユ)〜(しかり)
娛	{娛}娯。ゴ『たのしみ『たのしむ
娯	{娛}娯。(ゴ)『たのしみ『たのしむ
萸	(ユ)
魚	(ギョ)〜(うお)(さかな)(ざかな)(い)『いお『いを『うを『お『な『を
魚杈	ひし
隅	(グウ)〜(すみ)『すま
揄	(ヨウ)(ユウ)(ユ)
畭	(ヨ)(シャ)
嵎	(グウ)(グ)〜(くま)
逾	(ユ)〜(いよいよ)(こ・える)
腴	(ユ)〜(あぶら)(こえ・る)『つちすり
渝	(ユ)〜(かわ・る)
愉	(ユ)〜(たの・しい)(たの・しむ)(ゆう)
瑜	(ユ)
榆	{榆}楡。にれ
楡	{榆}楡。(ユ)〜(にれ)
虞	(グ)〜(おそれ)『おそれ
愚	(グ)〜(おろ・か)
漁	(ギョ)(リョウ)〜(あさ・る)『すなどる『レフ
蝓	(ユ)
餘	〔餘〕余。(ヨ)〜(あま・る)(あま・り)(あま・す)『われ
餘所	{餘所}余所。よそ
魣	かます
諛	(ユ)〜(へつら・う)(へつら・い)
踰	(ユ)(ヨウ)〜(こ・える)
覦	(ユ)〜(ねが・う)
輿	(ヨ)〜(かご)(こし)
歟	(ヨ)〜(や)(か)
鯲	(どじょう)
与	{與}与。(ヨ)〜(あた・える)(あずか・る)(くみ・する)(ともに)(とも)(ゆ)『か『と『むた『より
予	〔豫〕予。(ヨ)(シャ)〜(あらかじ・め)『かねて『われ
宇	(ウ)〜(いえ)(たか)(ひろ)(ひろし)『のき『やかす
羽	〔羽〕羽。(ウ)〜(は)(わ)(はね)(しゅう)(ば)『ぱ
雨	(ウ)〜(あめ)(あま)(さめ)
挧	(ウ)
俣	(また)(ばた)
禹	(ウ)
圄	(ゴ)(ギョ)〜(ひとや)
敔	ぎょ
圉	(ギョ)(ゴ)〜(うまか・い)(ひとや)
與	{與}与。(ヨ)〜(あた・える)(あずか・る)(くみ・する)(ともに)『か『と『むた『より
傴	(ク)(ウ)〜(かが・む)(せむし)
語	(ゴ)〜(かた・る)(かた・らう)『ギョ『ことば
窳	いしま
嶼	(ショ)〜(しま)
麌	(グ)(ゴ)〜(おじか)
齬	(ゴ)
玉	(ギョク)〜(たま)(たま)(だま)(おう)(だん)
芋	(ウ)〜(いも)『いも『うも
聿	(イチ)(イツ)〜(ふで)(ここに)(ふでづくり)
郁	{郁}欝。(イク)〜(あや)(かおる)(い)(か)(ふみ)(ゆう)『ウツ
育	(イク)〜(そだ・つ)(そだ・ち)(そだ・てる)(はぐく・む)(やす)
峪	(ヨク)〜(たに)
浴	(ヨク)〜(あ・びる)(あ・びせる)(えき)(さこ)
域	(イキ)『ヰキ
欲	{欲}慾。(ヨク)〜(ほっ・する)(ほ・しい)
馭	(ギョ)
硲	(はざま)(さこ)(はざ)
遇	(グウ)〜(あ・う)
喻	{喻}喩。たとえ『たとえる『ユ
喩	{喻}喩。(ユ)〜(たと・える)(さと・す)『たとえ
御	{御}禦。(ギョ)(ゴ)〜(おん)(お)(み)(う)『おおむ『おおん『おほ『ふせぐ
御調	みつぎ
御妻	みめ
飫	(ヨウ)(オ)(ヨ)〜(あき・る)
寓	(グウ)(グ)(ドウ)〜(ぐう・する)(かこつ・ける)(よ・せる)(よ・る)(かりずまい)
裕	(ユウ)〜(すけ)(のり)(ひろ)(ひろし)(やす)(ゆ)(ゆたか)
愈	{愈}癒。(ユ)〜(いよいよ)(まさ・る)『いえる『いやす『いよよ
愈々	いよいよ
誉	〔譽〕誉。(ヨ)〜(ほま・れ)(ほ・める)(え)(たか)(たけ)(ほまれ)(ほめ)(ほん)
預	(ヨ)〜(あず・ける)(あず・かる)『あらかじめ
毓	(イク)〜(そだ・つ)(そだ・てる)(はぐく・む)(りゅう)
獄	(ゴク)『ひとや
瘉	(ユ)〜(い・える)(いや・す)
嫗	(オオ)(ウ)(オウ)〜(あたた・める)(おうな)『おみな『おむな『おんな
墺	(オウ)(イク)〜(きし)『アウ
慾	{欲}慾。(ヨク)
豫	〔豫〕予。(ヨ)(シャ)〜(あらかじ・め)『かねて『われ
蕷	(ヨ)〜(いも)
閾	(シキ)(イキ)(キョク)(ヨク)〜(くぎり)(しきい)『しきみ『ヰキ
閼	(ア)(アツ)(エン)(ヨ)〜(とど・める)(ふさ・ぐ)
諭	(ユ)〜(さと・す)(ゆう)
燠	(ウ)(イク)(オウ)〜(おき)(あたたか・い)
鴪	(イツ)
礇	(イク)
禦	{御}禦。(ギョ)(ゴ)〜(ふせ・ぐ)
癒	{愈}癒。(ユ)〜(い・える)(いや・す)
譽	〔譽〕誉。(ヨ)〜(ほ・まれ)(ほ・める)
鬻	(イク)(シュク)〜(かゆ)(かい)(ひさ・ぐ)
鷸	(イツ)〜(しぎ)
欝	{郁}欝。(ウツ)(ウン)〜(うっ・する)(ふさ・ぐ)(しげ・る)
鬱	{郁}鬱。(ウツ)〜(うっ・する)(ふさ・ぐ)(しげ・る)
冤	(エン)『ヱン
渊	(エン)(カク)(コウ)〜(ふち)(かた・い)(はなわ)
渕	(エン)(カク)(コウ)〜(ふち)(かた・い)(はなわ)
寃	(エン)
淵	(エン)(カク)(コウ)〜(ふち)(かた・い)(はなわ)
鳶	(エン)〜(とび)(とんび)
鋺	(エン)〜(かなまり)『まがり『まり
鴛	(エン)(オン)〜(おし)(おしどり)
元	(ゲン)(ガン)〜(もと)(ちか)(はじめ)(はる)(ゆき)(よし)『グヮン
円	{圓}円。(エン)〜(まる・い)(まる)(まど)(まど・か)(まろ・やか)(つぶら)(のぶ)(まどか)(みつ)『まろ『ヱン
芫	(ゲン)(ガン)
垣	(エン)〜(かき)(がい)『かき『ヱン
爰	(エン)〜(ここ・に)『ここ
袁	(エン)(オン)
原	(ゲン)〜(はら)(た)(ばる)(ら)(わた)(わら)『ばら『もと
員	(イン)〜(いな)(かず)『ヰン
援	(エン)『たすける『ひく『ヱン
湲	(エン)(カン)
媛	(エン)〜(ひめ)『ヱン
園	(エン)〜(その)(おん)(ぞの)『ヱン『ヲン
圓	{圓}円。(エン)〜(まる・い)(まる)(まど)(まど・か)(まろ・やか)(つぶら)『まろ『ヱン
猿	(エン)〜(さる)(さ)(さわ)(ざる)(まし)『ましら『ヱン
源	(ゲン)〜(みなもと)(はら)(みな)(もと)
縁	{緣}縁。(エン)(ネン)〜(ふち)(ふちど・る)(ゆかり)(よすが)(へり)(えにし)『えに『よる
緣	{緣}縁。えに『えにし『エン『ふち『へり『ゆかり『よすが『よる
薗	(エン)(オン)〜(ぞの)
轅	(エン)〜(ながえ)
櫞	(エン)
遠	(エン)(オン)〜(とお・い)(お)(おに)(ど)(どお)『おち『おと『ヱン『をち『をと『ヲン
苑	(エン)(オン)〜(その)(う・つ)(あや)『ヱン『ヲン
怨	(エン)(オン)(ウン)〜(うら・む)(うらみ)(うら・めしい)『ヱン『ヲン
院	(イン)『ヰン
掾	(エン)(テン)〜(じょう)
愿	(ゲン)〜(つつし・む)
願	(ガン)〜(ねが・う)(ねがい)(ら)『グヮン『グワン
曰	(エツ)〜(いわ・く)(のたま・わく)(ここに)(ひらび)
約	(ヤク)『つづまやか『つづめる
月	(ゲツ)(ガツ)〜(つき)(おと)(がっ)(す)(ずき)(もり)『がち『グワチ『グヮツ『つく
月隠り	つきこもり
月隱り	つきこもり
戉	(ジュウ)(エツ)〜(えびす)(まさかり)
刖	げつ
岳	{岳}嶽。(ガク)〜(たけ)(おか)(たか)(たけん)
悅	{悅}悦。エツ『よろこぶ
悦	{悅}悦。(エツ)〜(よろこ・ぶ)(よろこ・ばす)(や)(よし)
越	(エツ)(オツ)〜(こ・す)(こ・す)(ご・し)(こ・える)(ご・え)(えち)(えっ)(お)(こえ)(こし)(ごえ)(ごし)(ごや)『オチ『ヱチ『ヱツ『ヲチ
粤	{粵}粤。(エツ)〜(ここに)『ヱツ
楽	{樂}楽。(ガク)(ラク)(ゴウ)〜(たの・しい)(たの・しむ)(この・む)(さ)(た)(やす)(ら)
粵	{粵}粤。えつ『ヱツ
鉞	(エツ)〜(まさかり)『ヱツ
閱	{閱}閲。エツ『けみする
閲	{閱}閲。(エツ)〜(けみ・する)
樂	{樂}楽。(ガク)(ラク)(ゴウ)〜(たの・しい)(たの・しむ)(この・む)
樾	こむら
嶽	{岳}嶽。(ガク)〜(たけ)(たき)
龠	(ヤク)〜(ふえ)
躍	(ヤク)〜(おど・る)(おどり)
籥	(ヤク)〜(ふえ)
暈	(ウン)〜(ぼか・す)(ぼか・る)(かさ)(くま)(ぼかし)(めまい)
贇	(イン)
云	(ウン)〜(い・う)(ここに)
伝	〔傳〕伝。(デン)(テン)〜(つた・わる)(つた・える)(つた・う)(つだ・う)(づた・い)(つて)(つたえ)
芸	〔藝〕芸。(ゲイ)(ウン)〜(う・える)(のり)(わざ)(き)(げ)(なり)
耘	(ウン)〜(くさぎ・る)
紜	(ウン)〜(みだ・れる)
雲	(ウン)〜(くも)(ぐも)(き)(ずも)(のめ)
橒	きさ
繧	(ウン)
允	(イン)〜(じょう)(まこと・に)(ゆるす)(まこと)(のぶ)(まさ)(みつ)(すけ)(よし)(ちか)(とも)
隕	(イン)(エン)(ウン)〜(おち・る)『おとす『ヰン
殞	(イン)(ウン)〜(おち・る)(し・ぬ)
褞	(ウン)(オン)〜(ぬのこ)
孕	(ヨウ)〜(はら・む)(はらみ)(もと)
運	(ウン)〜(はこ・ぶ)『めぐらす『めぐる
韵	(イン)〜(ひびき)
慍	(ウン)(オン)〜(いか・る)(いか・り)(うら・む)
熨	(イ)(ウツ)〜(のし)(おさ・える)(の・す)(ひのし)
熨斗	のし
薀	(ウン)(オン)〜(たくわ・える)(つ・む)
蘊	(ウン)〜(つ・む)
韻	(イン)『ヰン
匝	(キョウ)(ソウ)〜(めぐ・る)
拶	(サツ)〜(せま・る)
拶双魚	さっぱ
魳	かます
雑	{雜}雑。(ザツ)(ゾウ)〜(まじ・える)(まじ・る)『ザフ『まざる『まぜる
襍	(ザツ)(ゾウ)〜(まじ・える)(まじ・る)
雜	{雜}雑。(ザツ)(ゾウ)〜(まじ・える)(まじ・る)(さい)『ザフ『まざる『まぜる
咋	(サク)(サクサ)〜(か・む)(く・う)(くら・う)(くい)
災	(サイ)〜(わざわ・い)
災い	はひ『わざわい
哉	(サイ)〜(かな)(や)(か)(すけ)(とし)(ちか)(はじめ)
栽	(サイ)
仔	(シ)〜(こ)(た・える)
宰	(サイ)〜(ただ)『みこともち
載	(サイ)〜(の・せる)(の・る)(とし)(のり)
再	(サイ)(サ)〜(ふたた・び)(ふた)
在	(ザイ)〜(あ・る)(あり)『います『まします『ます
縡	(サイ)〜(こと)
簪	(シン)(サン)〜(かんざし)
賛	{贊}賛。(サン)〜(たす・ける)(たた・える)『ほめる
暫	(ザン)〜(しばら・く)『しば『しばし
鏨	(サン)(ザン)〜(たがね)
贊	{贊}賛。(サン)〜(たす・ける)(たた・える)『ほめる
讃	(サン)〜(ほ・める)(たた・える)(さぬ)
讚	(サン)〜(ほ・める)(たた・える)
賍	(ソウ)
臧	(ゾウ)(ソウ)〜(よい)
贓	(ソウ)『ザウ『ゾウ
髒	{髒}臓。ザウ『ゾウ
弉	(ジョウ)(ソウ)〜(さかん)
奘	(ジョウ)(ソウ)〜(さかん)
葬	(ソウ)〜(ほうむ・る)(はふり)『サウ
臓	{髒}臓。(ゾウ)〜(はらわた)『ザウ
臟	{髒}臟。(ゾウ)〜(はらわた)『ザウ
遭	(ソウ)〜(あ・う)(あ・わせる)『サウ
糟	(コウ)(ソウ)〜(ぬか)(かす)『サウ
鑿	(サク)〜(のみ)(うが・つ)
早	(ソウ)(サッ)〜(はや・い)(はや)(はや)(はや・まる)(はや・める)(さ)(さか)(さわ)(そ)(わ)『サウ『はよ『わさ
早稲	{早稻}早稲。わさ
早稻	{早稻}早稲。わさ
早酒	わささ
蚤	(ソウ)〜(のみ)(はやい)
棗	(ソウ)〜(なつめ)
澡	(ソウ)〜(あら・う)
藻	(ソウ)〜(も)『サウ
繰	(ソウ)〜(く・る)(くり)『くる
皂	くり
灶	{灶}竈。かま『かまど『くど『ひ『へ『へつい『へっつい
造	(ゾウ)〜(つく・る)(つく・り)(づく・り)(ずくり)(づくり)(み)『ザウ『みやつこ
梍	(ユウ)
慥	(ゾウ)〜(たし・かに)
噪	(ソウ)〜(さわ・ぐ)
燥	(ソウ)〜(はしゃ・ぐ)『かわく『サウ
躁	(ソウ)〜(さわ・ぐ)『サウ
譟	(ソウ)〜(さわ・ぐ)
竈	{灶}竈。(ソウ)〜(かまど)(かま)(へっつい)『くど『ひ『へ『へつい
択	〔擇〕択。(タク)〜(えら・ぶ)
沢	{澤}沢。(タク)〜(さわ)(うるお・い)(うるお・す)(つや)(おも)(さ)(さわん)(わさ)『さは
則	(ソク)〜(のっと・る)(のり)『すなわち
責	(セキ)〜(せ・める)『シャク
嘖	(サク)〜(さいな・む)(さけ・ぶ)
幘	さく
擇	〔擇〕択。(タク)〜(えら・ぶ)
澤	{澤}沢。(タク)〜(さわ)(うるお・い)(うるお・す)(つや)『さは
簀	(サク)(ジャク)(セキ)〜(す)
仄	(ソク)〜(ほの・か)(ほの)(ほの・めかす)(ほの・めく)(かたむ・く)
昃	(ショク)(ソク)〜(かたむ・く)
戝	(ザイ)(サイ)(ゾク)
賊	(ゾク)
怎	(シン)(ソ)〜(いかで)(なんぞ)
譛	(シン)(セン)〜(そし・る)
譖	(シン)(セン)〜(そし・る)
囎	(ソ)〜(しょう)
増	{增}増。(ゾウ)〜(ま・す)(ま・し)(ふ・える)(ふ・やす)(まし)(ます)
增	{增}増。ゾウ『ふえる『ふやす『ます
憎	〔憎〕憎。(ゾウ)〜(にく・む)(にく・い)(にく・らしい)(にく・しみ)
鱛	えそ
甑	(ソウ)(ショウ)〜(こしき)
贈	〔贈〕贈。(ゾウ)(ソウ)〜(おく・る)
贈（り）名	おくりな
扎	(サツ)(アツ)
柤	(サ)〜(そ)
紮	(サツ)〜(からげる)
渣	(サ)
箚	(トウ)(サツ)(チョウ)〜(さ・す)
囃	(サツ)(ソウ)〜(はや・す)
札	(サツ)〜(ふだ)(さっ)『さね『ふみた『ふんだ
閘	(コウ)〜(ひのくち)
乍	(サ)(サク)〜(なが・ら)(たちま・ち)
柵	(サク)(サン)〜(しがら・む)(しがらみ)(とりで)(やらい)(ませ)(やな)『き
柞	(サク)〜(ははそ)『いす『いすのき『なら『はうそ『ほうそ
咤	(タ)(ト)〜(しか・る)
炸	(タク)(サ)(サク)
詐	(サ)〜(いつわ・る)『あざむく
搾	{榨}搾。(サク)〜(しぼ・る)
榨	{榨}搾。サク『しぼる
鮓	(サ)〜(すし)
粂	(くめ)
斎	{齋}斎。(サイ)〜(とき)(つつし・む)(ものいみ)(い・む)(いつき)(さえ)(ひとし)『い『いはひ『いみ『いもい『いもひ『いわい『ゆ
摘	(テキ)〜(つ・む)(つむ)『つまむ
齋	{齋}斎。(サイ)〜(つつし・む)(とき)(ものいみ)『い『いつき『いはひ『いみ『いもい『いもひ『いわい『ゆ
宅	(タク)〜(け)(たか)(たけ)(や)(やけ)『やか
窄	(サク)〜(すぼ・める)(つぼ・める)(せま・い)『すぼむ
砦	(サイ)〜(とりで)
債	(サイ)
寨	(サイ)〜(とりで)
沾	(セン)(チョウ)(テン)〜(うるお・う)(うるお・す)
栴	(セイ)(セン)〜(もみじ)
栴檀	せんだん
旃	(セン)〜(はた)
粘	(ネン)〜(ねば・る)『ねば
粘土	へな
霑	(テン)〜(うるお・う)(うるお・い)
氈	(セン)〜(もうせん)『かも
瞻	(セン)〜(み・る)
譫	(トウ)(セン)(タン)〜(うわごと)(たわごと)(うるさくしゃべ・る)
展	(テン)〜(のぶ)(のり)(ひろ)(ゆき)『のべる
斬	(ザン)(サン)(セン)(ゼン)〜(き・る)
盞	(サン)(セン)〜(さかずき)『うき
嶄	(ザン)(サン)
輾	(テン)(ネン)〜(きし・る)(めぐ・る)
占	(セン)〜(し・める)(うらな・う)(うら)(しむ)(じめ)
桟	{棧}桟。(サン)(セン)〜(かけはし)(さ)『えつり
站	(タン)
棧	{棧}桟。(サン)(セン)〜(かけはし)『えつり
湛	(タン)(チン)〜(しず・む)(たた・える)(かん)
戦	{戰}戦。(セン)〜(いくさ)(たたか・う)(おのの・く)(そよぐ)(わなな・く)(せ)
綻	(タン)〜(ほころ・びる)
戰	{戰}戦。(セン)〜(いくさ)(たたか・う)(おのの・く)(そよぐ)
章	(ショウ)〜(あき)(あきら)(あや)(ふみ)『シャウ
章魚	たこ
張	(チョウ)〜(は・る)(は・り)(ば・り)(はり)(わり)『チャウ『チヤウ
獐	のろ
彰	(ショウ)〜(あき)(あきら)『あらわす『シャウ
璋	(ショウ)
樟	(ショウ)〜(くす)『くすのき
鱆	(ショウ)〜(たこ)
麞	のろ
掌	(ショウ)〜(てのひら)(たなごころ)『シャウ『シヤウ『たなうら『つかさどる
漲	(チョウ)〜(みなぎ・る)『チャウ
丈	(ジョウ)〜(たけ)(だけ)(とも)(ますら)『たき『ヂャウ『ヂヤウ
仗	(ジョウ)(チョウ)〜(つえ)(つわもの)(まわり)(よる)『ヂャウ
杖	(ジョウ)〜(つえ)『ヂャウ『ヂヤウ『つゑ
帳	(チョウ)〜(とばり)『チャウ『チヤウ
脹	(チョウ)〜(は・れる)(ふく・らむ)(ふく・れる)『チャウ
障	(ショウ)〜(さわ・る)『シャウ
嶂	(ショウ)〜(みね)
瘴	(ショウ)
招	(ショウ)〜(まね・く)『セウ
昭	(ショウ)〜(あき)(あきら)(かず)(かずみ)(てる)『セウ
窼	{巢}窼。す
爪	(ソウ)〜(つめ)(つま)『サウ『つめ
找	(ソウ)
沼	(ショウ)〜(ぬま)『セウ『ぬ
